# Função: -2*tan(2*x)
"# Chute inicial: (5*pi/2 + 1e-2 + 7*pi/2 - 1e-2)/2, Precisão: 1e-10, Iterações Máximas: 200"

k,xk,f(xk),Erro Rel
1,9.42477796076938,-5.878304635907295e-15,6413262697001886.0
2,1.4695761589768238e-15,2.351321854362918e-14,-1.25
