# Função: -2*tan(2*x)
"# Chute inicial: (7*pi/2 + 1e-2 + 9*pi/2 - 1e-2)/2, Precisão: 1e-10, Iterações Máximas: 200"

k,xk,f(xk),Erro Rel
1,12.566370614359172,-7.83773951454306e-15,6413262697001886.0
2,1.959434878635765e-15,3.135095805817224e-14,-1.25
