k          a           b           f(a)        f(b)         e         e/|bk|       xk       f(xk)
101    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
102    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
103    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
104    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
105    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
106    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
107    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
108    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
109    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
110    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
111    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
112    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
113    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
114    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
115    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
116    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
117    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
118    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
119    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
120    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
121    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
122    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
123    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
124    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
125    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
126    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
127    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
128    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
129    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
130    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
131    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
132    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
133    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
134    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
135    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
136    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
137    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
138    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
139    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
140    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
141    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
142    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
143    	0.50000     0.55659     8.42425     0.00000     0.05659     0.10167     0.55659     -1.8020E-14
