# Função: x/1 - tan(1*x)
"# Intervalo: [5*pi/2 + 1e-10, 7*pi/2 - 1e-10], Precisão: 1e-10, Iterações Máximas: 100"

k,a,b,f(a),f(b),xk,f(xk),Erro Rel
1,7.853981634074483,10.995574287464276,10000000007.853981,-9999999989.004425,9.42477796076938,9.42477796076938,0.16666666665605634
2,9.42477796076938,10.995574287464276,9.42477796076938,-9999999989.004425,10.210176124116828,9.210176124216828,0.07692307691855654
3,10.210176124116828,10.995574287464276,9.210176124216828,-9999999989.004425,10.602875205790552,8.188661643929589,0.03703703703494117
4,10.602875205790552,10.995574287464276,8.188661643929589,-9999999989.004425,10.799224746627415,5.771885256800553,0.01818181818080801
5,10.799224746627415,10.995574287464276,5.771885256800553,-9999999989.004425,10.897399517045844,0.7442291391951288,0.009009009008512982
6,10.897399517045844,10.995574287464276,0.7442291391951288,-9999999989.004425,10.94648690225506,-9.408980682495574,0.004484304932489632
7,10.897399517045844,10.94648690225506,0.7442291391951288,-9.408980682495574,10.921943209650452,-2.634726015089816,0.002247191011112505
8,10.897399517045844,10.921943209650452,0.7442291391951288,-2.634726015089816,10.90967136334815,-0.7027274852452344,0.001124859392514064
9,10.897399517045844,10.90967136334815,0.7442291391951288,-0.7027274852452344,10.903535440196997,0.06925495878990692,0.0005627462014321733
10,10.903535440196997,10.90967136334815,0.06925495878990692,-0.7027274852452344,10.906603401772573,-0.3033558051421224,0.0002812939521645534
11,10.903535440196997,10.906603401772573,0.06925495878990692,-0.3033558051421224,10.905069420984786,-0.11387540017736669,0.00014066676043676744
12,10.903535440196997,10.905069420984786,0.06925495878990692,-0.11387540017736669,10.90430243059089,-0.021536475713205747,7.033832735070521e-05
13,10.903535440196997,10.90430243059089,0.06925495878990692,-0.021536475713205747,10.903918935393945,0.02405024969840914,3.5170400588927444e-05
14,10.903918935393945,10.90430243059089,0.02405024969840914,-0.021536475713205747,10.904110682992417,0.0013049393618021952,1.7584891060632262e-05
15,10.904110682992417,10.90430243059089,0.0013049393618021952,-0.021536475713205747,10.904206556791655,-0.010103717266505653,8.79236822389744e-06
16,10.904110682992417,10.904206556791655,0.0013049393618021952,-0.010103717266505653,10.904158619892035,-0.004396380964558784,4.396203438468429e-06
17,10.904110682992417,10.904158619892035,0.0013049393618021952,-0.004396380964558784,10.904134651442227,-0.001544969395781278,2.1981065508960033e-06
18,10.904110682992417,10.904134651442227,0.0013049393618021952,-0.001544969395781278,10.904122667217322,-0.00011982723944138338,1.0990544833674314e-06
19,10.904110682992417,10.904122667217322,0.0013049393618021952,-0.00011982723944138338,10.90411667510487,0.0005926029963402921,5.49527543664071e-07
20,10.90411667510487,10.904122667217322,0.0005926029963402921,-0.00011982723944138338,10.904119671161096,0.00023639961339263116,2.7476369633692596e-07
21,10.904119671161096,10.904122667217322,0.00023639961339263116,-0.00011982723944138338,10.90412116918921,5.8289120855585275e-05,1.3738182929469334e-07
22,10.90412116918921,10.904122667217322,5.8289120855585275e-05,-0.00011982723944138338,10.904121918203266,-3.076832580488678e-05,6.869090992890525e-08
23,10.90412116918921,10.904121918203266,5.8289120855585275e-05,-3.076832580488678e-05,10.904121543696238,1.376058089509953e-05,3.434545614406294e-08
24,10.904121543696238,10.904121918203266,1.376058089509953e-05,-3.076832580488678e-05,10.904121730949752,-8.503826612174458e-06,1.7172727777128886e-08
25,10.904121543696238,10.904121730949752,1.376058089509953e-05,-8.503826612174458e-06,10.904121637322994,2.6283886021071285e-06,8.586363962290088e-09
26,10.904121637322994,10.904121730949752,2.6283886021071285e-06,-8.503826612174458e-06,10.904121684136372,-2.9377161398681165e-06,4.293181962713633e-09
27,10.904121637322994,10.904121684136372,2.6283886021071285e-06,-2.9377161398681165e-06,10.904121660729684,-1.5466305258965708e-07,2.146590985964669e-09
28,10.904121637322994,10.904121660729684,2.6283886021071285e-06,-1.5466305258965708e-07,10.904121649026338,1.2368629538313761e-06,1.0732954941342979e-09
29,10.904121649026338,10.904121660729684,1.2368629538313761e-06,-1.5466305258965708e-07,10.904121654878011,5.410999953890282e-07,5.366477467791582e-10
30,10.904121654878011,10.904121660729684,5.410999953890282e-07,-1.5466305258965708e-07,10.904121657803847,1.9321848259172886e-07,2.683238733175814e-10
31,10.904121657803847,10.904121660729684,1.9321848259172886e-07,-1.5466305258965708e-07,10.904121659266766,1.927771779904684e-08,1.3416193664079124e-10
32,10.904121659266766,10.904121660729684,1.927771779904684e-08,-1.5466305258965708e-07,10.904121659998225,-6.769266669580236e-08,6.708096831589577e-11
