# Função: x/2 - tan(2*x)
"# Intervalo: [pi/4 + 1e-2, 3*pi/4 - 1e-2], Precisão: 1e-10, Iterações Máximas: 200"

k,a,b,f(a),f(b),xk,f(xk),Erro Rel
1,0.7953981633974483,2.346194490192345,50.39103223724751,-48.82023591045261,1.5830730833529818,0.7669780931370146,0.482050648743933
2,1.5830730833529818,2.346194490192345,0.7669780931370146,-48.82023591045261,1.5948764768932462,0.7492406691060632,0.0074008198824632
3,1.5948764768932462,2.346194490192345,0.7492406691060632,-48.82023591045261,1.6062326188144178,0.7321248239545944,0.007070048128865573
4,1.6062326188144178,2.346194490192345,0.7321248239545944,-48.82023591045261,1.6171653866338835,0.7155777954770292,0.006760451287064723
5,1.6171653866338835,2.346194490192345,0.7155777954770292,-48.82023591045261,1.6276966972097004,0.6995537865517728,0.006470069389383399
6,1.6276966972097004,2.346194490192345,0.6995537865517728,-48.82023591045261,1.6378467373206442,0.684012876602518,0.006197185536143842
7,1.6378467373206442,2.346194490192345,0.684012876602518,-48.82023591045261,1.6476341595308244,0.6689201305533982,0.005940288475790722
8,1.6476341595308244,2.346194490192345,0.6689201305533982,-48.82023591045261,1.6570762495757292,0.6542448642322289,0.005698041986494219
9,1.6570762495757292,2.346194490192345,0.6542448642322289,-48.82023591045261,1.6661890702200817,0.6399600347306629,0.005469259645994944
10,1.6661890702200817,2.346194490192345,0.6399600347306629,-48.82023591045261,1.674987585548747,0.6260417313385729,0.00525288390467847
11,1.674987585548747,2.346194490192345,0.6260417313385729,-48.82023591045261,1.6834857688844798,0.6124687480120741,0.0050479686212992125
12,1.6834857688844798,2.346194490192345,0.6124687480120741,-48.82023591045261,1.6916966969257516,0.5992222223871397,0.004853664404614261
13,1.6916966969257516,2.346194490192345,0.5992222223871397,-48.82023591045261,1.6996326322242423,0.5862853294521426,0.004669206243766409
14,1.6996326322242423,2.346194490192345,0.5862853294521426,-48.82023591045261,1.7073050957451885,0.5736430203857448,0.004493903017139043
15,1.7073050957451885,2.346194490192345,0.5736430203857448,-48.82023591045261,1.714724930952629,0.5612817989274388,0.004327128551935377
16,1.714724930952629,2.346194490192345,0.5612817989274388,-48.82023591045261,1.7219023606190051,0.5491895291056342,0.004168313970947765
17,1.7219023606190051,2.346194490192345,0.5491895291056342,-48.82023591045261,1.728847037361992,0.5373552692977454,0.0040169411133003765
18,1.728847037361992,2.346194490192345,0.5373552692977454,-48.82023591045261,1.7355680887511862,0.5257691285092462,0.003872536855658751
19,1.7355680887511862,2.346194490192345,0.5257691285092462,-48.82023591045261,1.7420741576959158,0.5144221414874477,0.0037346681919296835
20,1.7420741576959158,2.346194490192345,0.5144221414874477,-48.82023591045261,1.748373438717216,0.503306159871189,0.0036029379546751797
21,1.748373438717216,2.346194490192345,0.503306159871189,-48.82023591045261,1.754473710617379,0.49241375705052814,0.0034769810817035767
22,1.754473710617379,2.346194490192345,0.49241375705052814,-48.82023591045261,1.7603823659859301,0.4817381447944897,0.0033564613476697496
23,1.7603823659859301,2.346194490192345,0.4817381447944897,-48.82023591045261,1.7661064379185687,0.4712731000182604,0.0032410684938018585
24,1.7661064379185687,2.346194490192345,0.4712731000182604,-48.82023591045261,1.7716526242733128,0.4610129003181305,0.003130515699723608
25,1.7716526242733128,2.346194490192345,0.4610129003181305,-48.82023591045261,1.7770273097440192,0.45095226711409064,0.0030245373502339095
26,1.7770273097440192,2.346194490192345,0.45095226711409064,-48.82023591045261,1.78223658599417,0.4410863154150257,0.002922887057244964
27,1.78223658599417,2.346194490192345,0.4410863154150257,-48.82023591045261,1.7872862700621575,0.4314105093668728,0.002825335903135287
28,1.7872862700621575,2.346194490192345,0.4314105093668728,-48.82023591045261,1.792181921222332,0.42192062286537146,0.0027316708768245802
29,1.792181921222332,2.346194490192345,0.42192062286537146,-48.82023591045261,1.7969288564630117,0.41261270461658156,0.002641693478073116
30,1.7969288564630117,2.346194490192345,0.41261270461658156,-48.82023591045261,1.8015321647228681,0.40348304711367633,0.0025552184690326844
31,1.8015321647228681,2.346194490192345,0.40348304711367633,-48.82023591045261,1.8059967200100844,0.39452815907048566,0.0024720727550332135
32,1.8059967200100844,2.346194490192345,0.39452815907048566,-48.82023591045261,1.810327193513989,0.385744740913185,0.0023920943790823766
33,1.810327193513989,2.346194490192345,0.385744740913185,-48.82023591045261,1.8145280648061517,0.3771296629832592,0.0023151316166672114
34,1.8145280648061517,2.346194490192345,0.3771296629832592,-48.82023591045261,1.8186036322168928,0.3686799461489533,0.0022410421592377336
