# Função: x/1 - tan(1*x)
"# Intervalo: [pi/2 + 1e-2, 3*pi/2 - 1e-2], Precisão: 1e-10, Iterações Máximas: 200"

k,a,b,f(a),f(b),xk,f(xk),Erro Rel
1,1.5807963267948966,4.70238898038469,101.57746297123913,-95.29427766405955,3.1914056562907978,3.1415514117357244,0.47345385915309435
2,3.1914056562907978,4.70238898038469,3.1415514117357244,-95.29427766405955,3.239628258157251,3.141277368718509,0.014885226953132758
3,3.239628258157251,4.70238898038469,3.141277368718509,-95.29427766405955,3.286307907101713,3.14057388522605,0.014204283428095084
4,3.286307907101713,4.70238898038469,3.14057388522605,-95.29427766405955,3.331488116835546,3.1392766803479644,0.013561570130031717
5,3.331488116835546,4.70238898038469,3.1392766803479644,-95.29427766405955,3.375209357429488,3.137247762239318,0.012953638119574278
6,3.375209357429488,4.70238898038469,3.137247762239318,-95.29427766405955,3.4175097412158126,3.134370774267666,0.012377545929474272
7,3.4175097412158126,4.70238898038469,3.134370774267666,-95.29427766405955,3.458425551801565,3.130547382663323,0.011830762285583473
8,3.458425551801565,4.70238898038469,3.130547382663323,-95.29427766405955,3.4979916516511826,3.125694441532992,0.011311090416965701
9,3.4979916516511826,4.70238898038469,3.125694441532992,-95.29427766405955,3.53624179494304,3.1197417457858005,0.010816608566347582
10,3.53624179494304,4.70238898038469,3.1197417457858005,-95.29427766405955,3.5732088660775103,3.112630234149308,0.010345622805713887
11,3.5732088660775103,4.70238898038469,3.112630234149308,-95.29427766405955,3.6089250595710434,3.1043105406779326,0.009896629302072014
12,3.6089250595710434,4.70238898038469,3.1043105406779326,-95.29427766405955,3.6434220136144284,3.094741818920895,0.009468283913990745
13,3.6434220136144284,4.70238898038469,3.094741818920895,-95.29427766405955,3.6767309069659535,3.0838907814702106,0.00905937752703576
14,3.6767309069659535,4.70238898038469,3.0838907814702106,-95.29427766405955,3.708882526858205,3.071730911121994,0.008668815919464362
15,3.708882526858205,4.70238898038469,3.071730911121994,-95.29427766405955,3.739907314057576,3.0582418098287696,0.00829560323132995
16,3.739907314057576,4.70238898038469,3.0582418098287696,-95.29427766405955,3.7698353900123225,3.043408659009302,0.00793882831967601
17,3.7698353900123225,4.70238898038469,3.043408659009302,-95.29427766405955,3.798696570075125,3.027221770321794,0.007597653439909182
18,3.798696570075125,4.70238898038469,3.027221770321794,-95.29427766405955,3.826520366029228,3.009676210194209,0.00727130481288297
19,3.826520366029228,4.70238898038469,3.009676210194209,-95.29427766405955,3.853335980539031,2.9907714845976696,0.0069590647286489025
